student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,class_attendance_percent,assignment_completion_percent,mental_health_status,final_exam_score,digital_distraction_time
4106,20,Female,5.83,8.2,2.12,1.04,1.22,6.65,95.14,73.39,Average,100.0,12.579999999999998
4107,19,Male,5.46,5.64,3.46,3.76,0.52,7.09,98.88,100.0,Average,90.2,13.379999999999999
4108,20,Male,8.85,5.84,4.32,2.74,3.79,5.32,78.94,63.15,Average,100.0,16.69
4109,17,Female,4.14,3.23,2.77,4.12,2.29,10.0,81.8,82.38,Average,85.7,12.41
4110,19,Female,3.78,1.96,5.05,0.87,3.8,4.91,82.14,89.63,Average,68.97,11.68
4111,19,Female,3.54,2.53,4.17,1.68,2.64,8.05,79.22,94.65,Poor,70.39,11.02
4112,24,Male,6.02,9.22,2.02,0.6,2.45,8.67,100.0,84.27,Poor,93.41,14.290000000000001
4113,17,Female,0.25,6.79,4.53,1.92,1.45,8.41,83.02,100.0,Average,75.03,14.690000000000001
4114,23,Male,5.38,3.88,2.84,2.73,2.55,5.89,89.03,74.54,Good,83.1,12.0
4115,24,Female,5.31,4.04,5.27,2.26,0.9,5.94,97.34,87.37,Average,100.0,12.469999999999999
4116,17,Male,1.31,0.85,2.09,2.43,0.51,7.93,75.85,79.34,Poor,68.97,5.879999999999999
4117,19,Male,2.95,4.05,1.56,2.86,0.76,6.28,83.15,66.77,Good,55.42,9.23
4118,17,Male,5.15,7.39,0.0,3.35,1.69,5.98,73.75,42.92,Average,70.84,12.43
4119,19,Male,2.96,1.18,6.05,0.07,1.1,9.41,97.73,81.2,Average,59.24,8.4
4120,22,Female,1.55,4.39,3.06,1.21,0.06,6.87,95.48,84.58,Poor,65.05,8.719999999999999
4121,19,Female,5.37,5.34,3.55,3.94,1.59,4.8,100.0,84.48,Good,93.43,14.42
4122,17,Female,3.29,4.68,2.87,1.88,1.83,8.1,78.86,74.64,Poor,53.51,11.26
4123,17,Male,5.19,3.58,5.35,3.45,3.57,9.14,95.61,59.44,Poor,67.16,15.950000000000001
4124,18,Male,8.69,1.64,3.39,1.16,2.34,6.73,76.17,90.37,Good,100.0,8.53
4125,25,Female,3.86,1.44,1.67,1.27,4.55,6.0,80.23,100.0,Good,79.65,8.93
4126,22,Male,10.09,6.65,0.79,2.02,0.0,6.42,96.13,90.75,Good,100.0,9.46
4127,20,Male,2.09,8.36,2.21,0.85,1.05,9.1,88.44,78.65,Good,57.05,12.469999999999999
4128,17,Male,5.58,5.21,1.91,1.26,1.8,6.86,87.47,63.17,Average,89.63,10.18
4129,19,Male,1.71,6.3,5.25,3.17,1.56,5.01,80.6,82.05,Good,60.98,16.28
4130,24,Male,2.46,5.52,7.33,3.83,3.11,6.18,80.57,100.0,Good,68.92,19.79
4131,21,Male,2.76,3.34,4.83,3.91,2.23,7.27,85.13,83.12,Good,72.98,14.31
4132,20,Male,5.16,6.5,4.29,0.73,2.58,7.06,100.0,100.0,Average,100.0,14.1
4133,23,Female,7.94,3.66,2.98,3.61,2.09,9.29,100.0,90.67,Poor,100.0,12.34
4134,19,Male,4.3,4.17,4.94,3.79,2.66,6.63,93.28,57.81,Good,70.0,15.56
4135,25,Male,6.1,4.77,4.04,5.76,0.06,7.38,100.0,65.61,Average,82.0,14.63
4136,18,Male,6.5,11.26,0.59,2.08,2.69,7.06,94.26,94.83,Good,100.0,16.619999999999997
4137,22,Female,6.7,9.13,4.37,2.84,2.87,6.0,79.67,79.85,Poor,79.82,19.21
4138,23,Female,3.67,7.04,2.69,1.0,0.0,8.53,83.39,70.44,Good,74.9,10.73
4139,18,Male,5.18,7.49,2.7,2.64,2.53,7.31,94.66,62.92,Good,78.17,15.36
4140,20,Female,5.01,6.51,4.48,3.63,0.38,8.19,89.25,83.86,Poor,61.79,15.0
4141,21,Female,5.15,7.51,0.46,2.0,0.87,5.47,81.25,82.4,Average,100.0,10.84
4142,20,Female,5.61,0.14,3.77,0.0,0.89,4.82,86.89,78.47,Poor,78.2,4.8
4143,17,Female,1.65,2.92,5.16,1.36,0.43,6.69,78.35,70.85,Good,73.88,9.870000000000001
4144,18,Female,4.06,0.0,4.37,1.62,0.53,6.32,94.96,79.0,Average,100.0,6.5200000000000005
4145,20,Male,2.62,2.13,3.49,1.95,0.88,7.18,81.9,76.68,Average,95.78,8.45
4146,24,Male,5.36,3.74,1.61,0.0,3.18,9.76,83.71,71.03,Average,71.0,8.530000000000001
4147,22,Female,1.35,5.7,0.49,3.11,0.86,8.46,79.84,80.9,Good,61.69,10.16
4148,24,Male,4.98,6.96,4.4,2.4,2.84,8.74,96.8,60.33,Good,100.0,16.6
4149,17,Female,4.96,5.67,6.19,2.26,1.88,6.81,84.87,55.82,Good,77.37,15.999999999999998
4150,22,Female,2.21,3.03,4.86,1.97,2.83,4.72,78.02,90.97,Average,60.05,12.69
4151,22,Female,6.49,6.02,3.94,2.19,2.61,7.57,85.78,71.3,Average,74.7,14.76
4152,18,Male,3.65,7.0,4.39,0.65,1.66,5.55,75.4,77.15,Average,87.85,13.7
4153,24,Female,8.42,7.89,2.25,0.87,2.22,7.51,82.51,60.86,Good,100.0,13.23
4154,24,Male,6.0,4.44,2.19,1.19,1.81,8.36,96.45,88.67,Average,100.0,9.629999999999999
4155,24,Male,6.91,8.69,3.0,3.59,1.95,7.27,63.42,78.51,Good,100.0,17.229999999999997
4156,23,Female,5.73,4.21,1.49,3.35,1.09,6.47,93.62,78.18,Average,100.0,10.14
4157,18,Female,0.0,9.16,7.23,3.98,0.24,6.94,76.81,80.72,Poor,23.55,20.61
4158,20,Female,5.99,10.29,0.0,3.26,1.35,3.71,93.67,82.16,Poor,90.5,14.899999999999999
4159,22,Female,4.35,4.51,2.2,3.87,1.98,9.45,85.23,89.71,Average,62.99,12.56
4160,17,Female,4.75,3.4,4.53,2.2,0.27,5.9,74.76,89.77,Poor,81.64,10.4
4161,19,Female,1.34,4.4,4.0,2.6,1.83,8.3,80.86,86.47,Good,77.31,12.83
4162,25,Male,10.59,6.35,4.12,1.9,1.64,8.56,89.82,100.0,Average,100.0,14.009999999999998
4163,19,Female,3.6,6.65,6.44,1.68,4.08,7.91,77.26,100.0,Average,88.69,18.85
4164,20,Female,7.5,8.66,5.21,1.62,0.0,3.5,89.12,85.42,Average,92.14,15.49
4165,25,Male,2.03,6.42,2.37,2.99,0.02,4.01,97.06,100.0,Poor,41.5,11.8
4166,25,Female,2.4,5.31,3.11,3.77,2.86,7.55,100.0,73.84,Poor,82.73,15.05
4167,24,Male,1.79,2.29,4.17,4.05,2.56,6.87,80.07,100.0,Poor,65.63,13.07
4168,25,Female,4.44,6.03,4.51,2.68,0.0,7.35,90.09,100.0,Good,90.45,13.219999999999999
4169,25,Male,3.21,7.71,2.34,0.44,0.99,6.82,72.02,88.72,Good,84.51,11.48
4170,20,Female,5.12,6.29,5.12,1.83,0.0,6.22,85.83,73.98,Poor,75.25,13.24
4171,18,Male,5.65,1.95,0.0,0.0,2.18,6.06,86.63,75.46,Average,94.72,4.13
4172,22,Male,3.14,9.64,2.42,3.88,3.22,6.37,59.67,97.85,Average,68.13,19.16
4173,20,Male,4.32,4.3,2.48,0.0,1.71,8.59,82.33,87.08,Good,89.87,8.489999999999998
4174,21,Female,3.55,7.24,3.89,0.0,3.31,8.6,83.19,56.86,Average,75.97,14.440000000000001
4175,23,Male,2.15,4.23,2.2,3.42,2.97,6.23,89.89,80.19,Good,100.0,12.82
4176,25,Male,8.11,5.14,2.27,0.0,0.0,5.92,82.39,44.72,Good,100.0,7.41
4177,24,Male,3.72,4.03,0.82,1.92,1.5,4.97,70.65,86.27,Average,59.6,8.27
4178,19,Male,3.41,6.8,1.68,1.17,2.91,8.18,74.65,69.5,Good,66.85,12.559999999999999
4179,24,Male,4.46,5.8,5.83,0.0,2.85,7.78,78.07,74.79,Poor,63.61,14.48
4180,24,Female,3.87,9.43,2.13,1.85,2.88,6.14,92.38,100.0,Good,100.0,16.29
4181,18,Female,5.37,8.53,6.87,0.35,2.26,7.84,88.89,65.11,Average,100.0,18.009999999999998
4182,17,Female,3.2,4.37,3.7,3.86,0.8,6.48,80.86,68.52,Good,68.94,12.73
4183,21,Male,3.37,8.81,0.0,0.92,0.7,8.11,84.65,53.55,Good,61.51,10.43
4184,17,Male,2.04,0.0,3.89,2.48,0.0,7.4,80.51,84.66,Average,86.68,6.37
4185,17,Male,1.8,1.68,2.17,6.01,2.01,7.01,83.77,80.86,Average,72.66,11.87
4186,22,Male,1.6,3.82,3.89,0.82,3.69,6.93,100.0,92.23,Good,96.4,12.22
4187,19,Male,2.51,4.37,5.47,3.08,0.0,8.57,79.25,83.0,Good,100.0,12.920000000000002
4188,24,Female,5.01,4.6,3.68,1.07,5.19,5.95,73.93,78.78,Average,69.15,14.540000000000001
4189,18,Male,4.84,5.44,2.7,0.56,0.39,9.44,77.25,80.34,Good,82.53,9.09
4190,20,Female,6.92,9.5,3.19,1.68,2.27,5.2,85.34,55.03,Poor,99.23,16.64
4191,19,Female,1.45,6.14,4.73,1.76,0.84,4.96,88.4,100.0,Average,48.04,13.469999999999999
4192,18,Male,2.54,4.96,1.79,2.18,2.93,6.15,79.36,65.16,Poor,53.19,11.86
4193,23,Male,0.06,5.88,1.89,0.0,1.35,6.68,91.26,76.51,Average,34.89,9.120000000000001
4194,22,Male,3.09,2.87,2.72,1.24,2.24,8.34,72.47,77.8,Good,97.76,9.07
4195,18,Male,5.8,7.08,1.85,1.62,2.36,7.02,72.64,91.15,Poor,74.24,12.91
4196,19,Male,7.82,2.61,2.68,1.71,0.0,4.35,89.28,84.24,Average,100.0,7.0
4197,23,Male,1.87,4.55,3.41,0.85,2.19,7.19,56.47,82.59,Average,39.29,11.0
4198,18,Female,2.61,5.04,4.08,5.15,3.6,6.65,74.57,64.87,Good,80.42,17.87
4199,21,Male,3.27,4.69,5.18,2.73,1.36,7.1,84.83,98.15,Average,71.21,13.96
4200,18,Female,4.83,6.78,1.5,2.58,0.92,7.24,82.09,88.24,Poor,57.6,11.780000000000001
4201,24,Female,1.02,2.18,3.87,2.81,1.86,4.35,76.68,57.99,Poor,29.06,10.719999999999999
4202,24,Male,3.8,6.76,4.68,1.37,0.82,7.45,87.31,90.99,Average,74.07,13.629999999999999
4203,18,Male,3.47,2.3,2.41,1.8,1.31,6.74,87.98,79.07,Average,59.59,7.819999999999999
4204,18,Male,1.5,7.38,3.03,0.12,2.19,6.1,72.86,83.21,Poor,48.17,12.719999999999999
4205,20,Female,4.9,2.85,2.06,0.53,0.3,7.14,68.32,75.39,Good,83.79,5.74
4206,25,Male,8.05,4.75,3.98,0.0,1.84,9.3,94.58,96.99,Average,100.0,10.57
4207,22,Male,4.95,0.0,4.49,2.04,2.56,4.14,82.21,65.06,Average,65.34,9.09
4208,17,Male,6.21,8.6,5.24,2.92,4.42,7.33,76.95,94.28,Average,100.0,21.18
4209,20,Female,2.02,3.42,4.52,0.0,1.52,5.49,82.64,87.43,Poor,70.78,9.459999999999999
4210,19,Female,5.85,1.34,4.58,3.83,2.51,6.01,89.21,75.73,Average,89.68,12.26
4211,19,Female,6.29,6.56,6.44,2.21,1.42,10.0,83.11,78.74,Average,86.77,16.63
4212,18,Female,4.24,9.92,4.17,1.47,3.54,6.68,78.3,100.0,Average,81.46,19.1
4213,22,Female,1.8,10.22,3.82,1.79,0.99,6.18,86.73,73.3,Good,51.57,16.82
4214,21,Female,4.65,9.19,1.84,4.12,0.96,6.04,81.96,67.83,Good,66.09,16.11
4215,20,Male,4.4,5.96,4.3,0.94,1.47,8.0,81.42,74.59,Good,73.7,12.67
4216,24,Male,2.4,5.55,4.29,0.0,1.62,5.02,87.19,82.25,Poor,67.58,11.46
4217,22,Female,7.96,2.8,3.7,2.23,0.14,7.35,85.1,77.95,Average,100.0,8.87
4218,21,Male,8.71,1.41,0.0,1.96,2.4,6.23,91.05,90.31,Good,100.0,5.77
4219,20,Male,2.11,4.35,5.17,0.36,0.91,7.8,87.03,85.79,Good,82.89,10.79
4220,23,Female,4.02,8.67,3.49,4.49,0.99,7.87,100.0,86.91,Good,93.1,17.64
4221,18,Female,2.97,8.52,2.94,1.67,3.9,8.12,79.15,99.54,Average,69.16,17.03
4222,21,Male,6.44,6.43,5.11,0.0,2.39,6.49,89.67,79.52,Good,96.9,13.93
4223,24,Female,6.11,5.62,3.73,1.75,1.01,5.4,93.94,95.17,Average,100.0,12.11
4224,24,Female,4.79,5.02,2.25,1.07,1.33,6.46,100.0,83.48,Good,100.0,9.67
4225,21,Female,1.87,4.47,4.51,3.55,3.08,6.4,82.25,74.31,Poor,41.74,15.61
4226,20,Female,6.53,3.71,6.2,3.5,5.36,7.06,87.34,65.74,Good,100.0,18.77
4227,17,Female,4.4,9.73,4.48,0.0,1.93,8.95,94.73,100.0,Good,100.0,16.14
4228,25,Female,7.76,5.88,4.21,1.18,2.96,6.66,69.42,100.0,Average,100.0,14.23
4229,17,Female,4.13,3.51,3.16,4.22,0.54,8.08,78.07,77.06,Average,78.34,11.43
4230,19,Female,8.01,11.19,3.79,4.16,1.37,7.53,88.41,72.25,Average,99.59,20.509999999999998
4231,25,Male,7.28,9.41,6.08,3.38,0.0,5.05,77.0,85.3,Average,98.61,18.87
4232,24,Male,3.27,4.54,2.23,0.12,2.16,8.17,94.97,68.34,Good,78.77,9.05
4233,20,Female,2.67,3.66,4.98,2.06,1.2,4.69,77.63,56.33,Average,40.76,11.9
4234,20,Male,3.89,3.36,5.85,0.0,2.17,4.22,82.1,94.3,Poor,96.22,11.379999999999999
4235,25,Female,3.0,7.11,1.3,0.75,2.52,8.1,87.21,93.47,Average,82.76,11.68
4236,25,Male,7.28,8.08,3.57,0.0,1.43,5.84,86.69,100.0,Poor,100.0,13.08
4237,20,Male,6.43,0.44,3.1,0.78,2.35,9.6,99.43,72.66,Poor,98.5,6.670000000000001
4238,23,Male,5.76,11.51,3.92,4.06,2.33,4.75,90.09,80.95,Good,89.24,21.82
4239,18,Female,3.45,5.37,0.0,0.52,1.46,7.17,71.08,80.05,Average,79.33,7.35
4240,21,Male,4.96,5.68,3.66,3.45,2.69,6.17,100.0,93.56,Good,100.0,15.48
4241,23,Female,4.55,4.77,4.33,1.05,1.36,6.02,82.56,78.14,Average,44.65,11.51
4242,20,Male,3.32,4.02,3.58,0.82,2.58,9.42,94.79,72.82,Average,79.45,11.0
4243,19,Female,6.1,7.26,0.3,2.91,0.7,7.9,87.57,92.99,Good,100.0,11.17
4244,19,Female,5.07,5.49,3.16,0.61,0.63,7.24,57.66,74.93,Poor,76.26,9.89
4245,19,Male,9.07,5.13,0.41,3.9,0.0,8.19,82.2,74.73,Average,100.0,9.44
4246,18,Male,4.06,9.6,3.74,2.56,2.19,8.97,80.98,84.02,Poor,65.96,18.09
4247,20,Female,4.13,6.24,0.98,0.0,1.75,9.34,84.25,94.95,Good,80.54,8.97
4248,19,Female,1.69,6.55,4.19,0.0,2.28,6.77,86.11,82.6,Average,52.57,13.02
4249,25,Male,2.98,8.71,2.1,3.5,2.74,8.82,84.62,76.1,Poor,31.2,17.05
4250,17,Female,4.75,4.26,2.57,3.55,2.2,7.25,80.06,94.42,Good,83.64,12.58
4251,22,Female,5.18,8.43,2.76,2.93,1.81,8.68,90.01,65.07,Good,96.67,15.93
4252,17,Male,1.59,4.56,3.66,2.19,1.24,9.27,87.23,96.55,Good,48.18,11.649999999999999
4253,20,Male,4.09,4.74,0.86,4.7,3.46,3.5,76.67,68.82,Average,69.19,13.76
4254,24,Male,3.69,4.24,4.75,2.5,1.85,8.56,92.81,87.65,Average,90.99,13.34
4255,23,Female,4.2,2.36,4.98,0.0,0.37,9.25,85.6,60.46,Average,97.43,7.710000000000001
4256,20,Male,7.48,5.21,1.55,1.73,3.7,7.88,94.91,56.28,Poor,64.41,12.190000000000001
4257,22,Female,1.84,10.52,3.29,3.26,2.9,3.57,78.82,52.5,Average,10.09,19.97
4258,18,Female,8.65,4.03,2.23,3.73,0.77,9.77,66.37,74.67,Poor,93.97,10.760000000000002
4259,18,Male,7.95,5.99,3.14,1.83,0.7,6.78,87.8,68.24,Good,100.0,11.66
4260,17,Female,0.67,3.43,2.95,1.79,3.5,6.83,78.3,74.6,Good,57.55,11.67
4261,22,Female,3.83,7.3,3.75,0.84,2.15,5.61,80.58,93.99,Good,85.61,14.04
4262,18,Male,5.9,8.8,3.16,0.0,1.2,6.04,74.13,40.91,Poor,57.49,13.16
4263,20,Female,5.61,4.59,2.62,1.75,0.0,7.16,82.72,69.99,Average,100.0,8.96
4264,18,Male,6.76,3.58,3.42,4.19,3.26,7.76,79.15,87.9,Good,100.0,14.450000000000001
4265,24,Male,9.22,4.32,2.92,2.06,2.52,4.98,95.16,77.27,Good,100.0,11.82
4266,22,Female,6.54,0.0,4.71,3.15,0.36,6.38,89.1,66.97,Average,87.95,8.219999999999999
4267,21,Female,5.51,10.05,3.27,3.18,1.95,5.9,84.91,94.11,Average,95.65,18.450000000000003
4268,20,Male,5.51,6.94,2.54,2.33,0.0,9.54,85.29,100.0,Good,92.9,11.81
4269,19,Female,3.78,7.14,4.41,1.64,1.75,6.95,97.16,73.92,Average,97.42,14.94
4270,17,Female,5.7,7.82,6.54,0.0,3.28,7.79,79.7,62.89,Average,83.87,17.64
4271,22,Female,1.93,5.88,4.28,3.61,2.53,9.37,88.0,94.92,Average,57.16,16.3
4272,22,Female,4.37,6.73,3.23,2.35,0.0,4.31,86.31,71.45,Poor,48.93,12.31
4273,25,Female,5.81,6.78,0.19,1.79,0.5,10.0,90.14,70.84,Good,100.0,9.26
4274,23,Female,2.22,4.07,0.0,3.24,1.48,10.0,90.96,96.66,Average,37.99,8.790000000000001
4275,25,Female,5.23,3.01,3.8,4.51,2.31,6.88,73.4,70.67,Good,82.89,13.629999999999999
4276,24,Male,9.53,7.84,5.04,2.84,4.17,8.05,85.48,73.1,Average,100.0,19.89
4277,19,Female,2.84,6.36,5.02,2.65,2.41,7.38,86.01,65.32,Good,69.11,16.44
4278,17,Female,3.61,5.05,0.33,0.0,1.29,8.4,78.48,97.31,Good,97.77,6.67
4279,18,Male,3.99,7.95,5.71,1.16,2.76,8.29,80.44,99.02,Poor,85.03,17.58
4280,20,Male,6.38,4.4,0.16,2.05,1.65,7.38,97.22,68.07,Average,98.66,8.26
4281,18,Male,5.15,8.01,0.8,2.06,0.07,6.17,100.0,81.98,Good,100.0,10.94
4282,21,Female,6.06,4.3,2.84,0.0,0.0,6.56,80.8,100.0,Poor,100.0,7.14
4283,23,Female,4.81,4.62,3.51,2.22,1.44,5.4,77.76,57.72,Average,69.64,11.79
4284,17,Female,1.75,7.72,4.45,2.73,2.03,7.57,75.56,100.0,Good,44.8,16.93
4285,21,Male,5.12,7.15,5.59,1.92,0.16,7.85,100.0,100.0,Poor,100.0,14.82
4286,18,Male,7.41,3.78,7.8,1.39,3.39,10.0,81.05,85.93,Average,100.0,16.36
4287,23,Male,6.01,9.92,5.59,4.59,2.97,8.04,71.47,75.64,Good,87.29,23.07
4288,25,Female,3.69,1.4,5.13,0.0,3.2,6.37,59.23,66.42,Average,75.03,9.73
4289,19,Female,6.88,4.27,4.06,2.05,2.15,5.26,89.41,63.96,Average,96.72,12.53
4290,20,Female,4.6,5.8,3.04,1.44,3.19,9.27,83.51,71.81,Average,77.68,13.469999999999999
4291,23,Male,3.39,1.58,3.49,0.77,1.94,9.94,77.64,87.45,Good,95.17,7.779999999999999
4292,25,Female,4.2,3.84,3.91,1.4,2.92,7.29,87.38,86.24,Average,97.68,12.07
4293,22,Male,4.83,5.19,0.0,1.09,1.48,8.95,68.2,68.6,Good,75.26,7.760000000000001
4294,17,Female,4.35,2.56,1.08,0.44,2.05,5.53,75.32,78.26,Good,81.87,6.13
4295,23,Female,6.19,1.89,0.09,0.0,1.97,6.35,99.8,100.0,Average,100.0,3.95
4296,19,Female,6.24,4.27,0.56,1.71,0.38,10.0,90.36,99.43,Average,100.0,6.92
4297,18,Male,9.01,3.51,3.38,0.0,2.41,5.03,78.56,83.92,Average,100.0,9.3
4298,19,Female,6.01,4.64,2.82,2.94,3.37,7.15,88.65,57.43,Good,93.66,13.77
4299,19,Female,4.18,4.19,1.03,0.18,3.88,9.15,86.86,96.07,Average,96.5,9.280000000000001
4300,23,Male,4.15,5.46,1.29,2.22,1.56,6.35,85.49,87.34,Average,70.41,10.530000000000001
4301,23,Male,5.45,7.18,3.88,2.74,5.0,4.62,90.54,75.28,Poor,52.3,18.8
4302,24,Female,4.5,8.53,2.0,3.13,1.57,7.72,92.84,75.23,Average,100.0,15.23
4303,18,Male,2.33,2.48,2.27,1.83,2.15,5.95,76.11,84.76,Average,75.65,8.73
4304,25,Female,6.85,5.14,2.14,0.96,0.0,4.36,76.14,94.32,Good,72.44,8.24
4305,21,Male,7.16,3.53,4.77,2.35,1.17,6.24,63.14,71.74,Average,54.48,11.819999999999999
4306,17,Male,4.51,8.39,6.11,2.91,3.16,9.43,78.93,63.15,Average,80.78,20.57
4307,25,Female,9.71,5.91,2.08,2.9,2.55,8.5,99.29,97.0,Average,100.0,13.440000000000001
4308,19,Female,2.82,8.01,6.03,2.92,1.1,8.31,74.88,81.79,Good,56.39,18.06
4309,21,Female,7.16,6.57,5.27,3.52,1.22,7.92,97.58,60.39,Average,100.0,16.58
4310,25,Female,4.7,7.94,3.74,2.13,2.83,10.0,87.15,79.18,Average,76.61,16.64
4311,24,Female,4.4,2.32,2.35,0.37,0.0,6.48,92.55,78.54,Average,93.28,5.04
4312,19,Male,6.8,8.5,4.27,2.62,1.08,5.16,100.0,68.55,Good,100.0,16.47
4313,23,Male,1.84,2.2,2.28,4.07,0.02,7.9,96.78,76.11,Average,80.05,8.57
4314,20,Female,6.11,8.64,6.5,1.89,1.96,8.04,98.82,100.0,Average,100.0,18.990000000000002
4315,22,Male,4.93,4.1,1.89,4.95,1.68,7.72,93.54,58.0,Good,100.0,12.62
4316,21,Male,6.19,4.28,4.34,1.75,1.85,7.47,97.81,70.75,Average,100.0,12.219999999999999
4317,19,Male,6.7,3.58,5.33,2.8,2.3,7.9,100.0,49.82,Average,97.07,14.01
4318,23,Male,5.64,1.34,5.29,3.26,3.11,10.0,100.0,59.62,Average,100.0,13.0
4319,17,Male,6.04,6.92,3.36,1.83,1.38,8.7,78.49,97.55,Poor,62.86,13.489999999999998
4320,23,Male,1.24,4.41,3.11,1.52,1.59,5.57,100.0,77.64,Poor,57.8,10.629999999999999
4321,23,Male,5.29,4.08,3.68,2.37,2.99,6.96,65.95,73.42,Poor,73.49,13.120000000000001
4322,17,Male,2.01,3.6,0.72,0.31,0.54,6.09,75.65,78.92,Average,34.98,5.17
4323,25,Male,0.0,4.99,3.87,4.13,3.9,6.35,70.93,83.32,Good,37.12,16.89
4324,20,Male,3.01,2.94,0.85,0.0,1.44,4.88,91.62,68.92,Poor,50.53,5.23
4325,17,Male,5.72,4.42,4.6,2.34,2.17,7.86,82.16,74.67,Average,95.02,13.53
4326,19,Male,1.51,5.09,2.19,4.15,1.92,5.68,78.71,58.02,Good,61.03,13.35
4327,25,Female,4.23,8.14,2.71,0.87,0.37,7.4,76.86,86.97,Good,94.04,12.09
4328,19,Male,4.54,6.42,4.28,0.16,0.65,7.08,80.19,90.06,Average,82.07,11.510000000000002
4329,22,Female,5.95,7.26,2.4,2.16,1.93,4.76,78.88,85.82,Good,86.71,13.75
4330,25,Male,4.44,2.96,5.41,3.23,1.3,5.16,82.71,83.03,Poor,82.91,12.900000000000002
4331,24,Male,4.72,9.51,0.27,1.64,1.12,6.74,94.41,96.89,Poor,71.6,12.54
4332,24,Male,2.97,9.3,1.1,1.11,1.64,8.79,65.04,88.16,Average,58.19,13.15
4333,17,Male,4.93,5.6,2.6,2.88,3.03,7.3,99.98,82.48,Average,99.79,14.11
4334,22,Male,4.2,5.91,4.05,4.21,0.97,6.32,87.77,70.73,Poor,85.98,15.14
4335,24,Female,7.41,0.0,2.5,2.92,3.56,10.0,75.89,100.0,Average,100.0,8.98
4336,21,Female,4.0,6.68,4.49,1.26,0.0,9.23,75.66,79.7,Poor,49.11,12.43
4337,24,Female,1.15,4.95,6.57,2.13,1.34,6.33,77.71,93.09,Average,69.1,14.989999999999998
4338,19,Female,2.11,4.18,0.51,2.34,2.43,7.23,78.66,85.4,Average,65.97,9.459999999999999
4339,20,Female,3.29,6.65,6.15,2.86,0.55,3.71,70.05,99.99,Good,56.88,16.21
4340,23,Male,1.22,6.29,2.47,3.01,1.77,8.02,88.86,64.64,Poor,44.69,13.54
4341,17,Male,6.25,5.46,1.8,0.63,2.83,5.45,84.7,100.0,Average,100.0,10.719999999999999
4342,23,Male,3.05,4.73,3.51,3.55,0.97,6.78,88.04,73.74,Good,100.0,12.76
4343,19,Male,5.19,5.91,4.56,2.06,0.83,7.44,98.44,73.77,Good,88.18,13.36
4344,21,Female,1.05,4.47,2.81,0.0,1.46,10.0,72.19,100.0,Good,52.83,8.739999999999998
4345,22,Male,4.66,4.13,1.77,2.46,3.63,7.73,74.32,96.02,Good,100.0,11.99
4346,24,Female,2.18,4.56,3.33,2.61,3.23,6.17,71.46,39.47,Poor,15.69,13.73
4347,20,Female,4.69,10.73,3.09,2.43,0.87,8.2,85.57,64.55,Poor,62.21,17.12
4348,20,Female,4.28,8.62,2.81,2.77,1.73,5.87,78.47,93.28,Average,100.0,15.93
4349,18,Female,7.33,5.81,6.98,2.22,1.76,7.65,87.84,85.15,Good,98.36,16.77
4350,25,Female,2.46,8.1,3.79,0.5,0.9,9.64,94.09,65.02,Poor,54.92,13.29
4351,19,Female,0.27,6.68,4.07,1.19,0.7,6.0,83.54,73.58,Average,44.31,12.64
4352,23,Male,4.39,2.78,5.46,0.0,3.68,6.43,76.61,71.73,Good,67.78,11.92
4353,21,Male,6.78,7.63,6.75,0.0,3.27,7.06,63.35,75.99,Good,100.0,17.65
4354,25,Female,4.3,0.99,5.0,4.28,2.33,6.95,92.48,59.32,Good,78.86,12.600000000000001
4355,21,Male,3.42,7.24,1.48,2.44,1.44,6.74,85.24,77.08,Poor,82.92,12.6
4356,23,Male,6.5,5.86,3.75,0.0,1.72,7.63,86.36,88.9,Average,93.17,11.33
4357,17,Female,3.95,7.66,3.75,2.09,3.66,6.83,91.63,69.5,Good,95.32,17.16
4358,18,Female,3.52,4.15,3.68,3.98,0.39,8.53,89.33,65.25,Good,79.68,12.200000000000001
4359,25,Male,4.73,7.37,5.13,5.78,2.37,7.08,79.47,62.59,Average,77.23,20.650000000000002
4360,19,Male,3.8,9.76,3.74,0.45,0.23,5.24,77.76,68.9,Good,77.79,14.18
4361,24,Male,6.75,2.68,6.61,1.52,3.06,8.07,83.45,79.56,Good,100.0,13.870000000000001
4362,17,Female,5.57,8.26,3.9,3.43,3.14,8.85,78.08,75.07,Average,81.03,18.73
4363,17,Male,4.18,6.44,5.29,1.0,3.39,5.05,100.0,100.0,Good,100.0,16.12
4364,20,Male,6.0,0.82,3.15,2.63,3.34,5.21,92.6,99.32,Average,94.57,9.94
4365,24,Male,6.26,6.02,1.98,3.37,0.03,7.95,93.39,88.43,Average,100.0,11.399999999999999
4366,20,Female,4.3,2.38,6.07,3.04,2.36,8.42,93.22,76.3,Good,85.72,13.849999999999998
4367,22,Female,4.67,4.97,3.53,2.61,0.98,8.43,57.42,67.28,Poor,57.94,12.09
4368,19,Male,4.29,4.09,1.92,0.38,2.64,7.08,90.48,84.2,Poor,97.65,9.03
4369,24,Male,3.56,6.96,1.01,4.5,0.43,7.96,100.0,100.0,Average,82.68,12.899999999999999
4370,19,Male,4.12,3.69,6.42,0.66,0.85,6.51,74.46,72.15,Average,78.86,11.62
